"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/OculusVR/Materials/PokeAHoleMaterial.PokeAHoleMaterial","0","0","8","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","0","8","1","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","0","24","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","0","8","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","74","6","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","12","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","8","1","0.000000","0","0"
"/Engine/EngineMaterials/BaseFlattenMaterial.BaseFlattenMaterial","0","0","52","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","44","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","17","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","115","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","871","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","35","1","0.000000","0","0"
"/Game/Mannequin/Character/Materials/M_Male_Body.M_Male_Body","0","166","178","2","514.596313","0","0"
"/Game/ThirdPersonBP/Blueprints/AstolfoTextures/A_back_hair.A_back_hair","0","24","24","1","72.184105","0","0"
"/Game/ThirdPersonBP/Blueprints/AstolfoTextures/A_flush.A_flush","0","56","56","1","241.581329","0","0"
"/Game/ThirdPersonBP/Blueprints/AstolfoTextures/After_the_hysterical.After_the_hysterical","0","24","24","1","75.032471","0","0"
"/Game/ThirdPersonBP/Blueprints/AstolfoTextures/Gold___basketball_crucifixion.Gold___basketball_crucifixion","0","24","24","1","110.870415","0","0"
"/Game/ThirdPersonBP/Blueprints/AstolfoTextures/After_?.After_?","0","24","24","1","59.074009","0","0"
"/Game/ThirdPersonBP/Blueprints/AstolfoTextures/After_?_next.After_?_next","0","24","24","1","61.056110","0","0"
"/Game/ThirdPersonBP/Blueprints/AstolfoTextures/bangs.bangs","0","24","24","1","72.738205","0","0"
"/Game/ThirdPersonBP/Blueprints/AstolfoTextures/Bangs_front.Bangs_front","0","24","24","1","80.802902","0","0"
"/Game/ThirdPersonBP/Blueprints/AstolfoTextures/Below_the_back_hair.Below_the_back_hair","0","24","24","1","61.260754","0","0"
"/Game/ThirdPersonBP/Blueprints/AstolfoTextures/Black___braid_ribbon.Black___braid_ribbon","0","48","48","1","159.460373","0","0"
"/Game/ThirdPersonBP/Blueprints/AstolfoTextures/Black___Garter_belt.Black___Garter_belt","0","24","24","1","71.285812","0","0"
"/Game/ThirdPersonBP/Blueprints/AstolfoTextures/Black___garter_belt_bracket.Black___garter_belt_bracket","0","24","24","1","65.689346","0","0"
"/Game/ThirdPersonBP/Blueprints/AstolfoTextures/Black___shoulder_belt.Black___shoulder_belt","0","24","24","1","65.290924","0","0"
"/Game/ThirdPersonBP/Blueprints/AstolfoTextures/Black___skirt.Black___skirt","0","24","24","1","81.760323","0","0"
"/Game/ThirdPersonBP/Blueprints/AstolfoTextures/Black__Hair_ribbon.Black__Hair_ribbon","0","48","48","1","166.078842","0","0"
"/Game/ThirdPersonBP/Blueprints/AstolfoTextures/Black___upper_body.Black___upper_body","0","24","24","1","63.254208","0","0"
"/Game/ThirdPersonBP/Blueprints/AstolfoTextures/Gold___chest_belt.Gold___chest_belt","0","24","24","1","70.485405","0","0"
"/Game/ThirdPersonBP/Blueprints/AstolfoTextures/Gold___Chest.Gold___Chest","0","24","24","1","70.032204","0","0"
"/Game/ThirdPersonBP/Blueprints/AstolfoTextures/Gold___Boots.Gold___Boots","0","24","24","1","99.198685","0","0"
"/Game/ThirdPersonBP/Blueprints/AstolfoTextures/face.face","0","24","24","1","68.414963","0","0"
"/Game/ThirdPersonBP/Blueprints/AstolfoTextures/eyelash.eyelash","0","24","24","1","61.093128","0","0"
"/Game/ThirdPersonBP/Blueprints/AstolfoTextures/body.body","0","24","24","1","65.638527","0","0"
"/Game/ThirdPersonBP/Blueprints/AstolfoTextures/Black_Neiso.Black_Neiso","0","24","24","1","61.573231","0","0"
"/Game/ThirdPersonBP/Blueprints/AstolfoTextures/Black_hand.Black_hand","0","24","24","1","84.919815","0","0"
"/Game/ThirdPersonBP/Blueprints/AstolfoTextures/Black_eyes.Black_eyes","0","24","24","1","85.005943","0","0"
"/Game/ThirdPersonBP/Blueprints/AstolfoTextures/Gold___Chest_Lion.Gold___Chest_Lion","0","24","24","1","71.711678","0","0"
"/Game/ThirdPersonBP/Blueprints/AstolfoTextures/Gold___Chicken_thigh.Gold___Chicken_thigh","0","24","24","1","77.693169","0","0"
"/Game/ThirdPersonBP/Blueprints/AstolfoTextures/Gold___gloves.Gold___gloves","0","24","24","1","82.158920","0","0"
"/Game/ThirdPersonBP/Blueprints/AstolfoTextures/White___waist.White___waist","0","24","24","1","104.197052","0","0"
"/Game/ThirdPersonBP/Blueprints/AstolfoTextures/Gold___Shoulder.Gold___Shoulder","0","24","24","1","60.863937","0","0"
"/Game/ThirdPersonBP/Blueprints/AstolfoTextures/Gold___shoulder_belt.Gold___shoulder_belt","0","24","24","1","73.276245","0","0"
"/Game/ThirdPersonBP/Blueprints/AstolfoTextures/Gold___Skirt.Gold___Skirt","0","48","48","1","175.063660","0","0"
"/Game/ThirdPersonBP/Blueprints/AstolfoTextures/Gold___waist.Gold___waist","0","24","24","1","84.017944","0","0"
"/Game/ThirdPersonBP/Blueprints/AstolfoTextures/Hair___braid.Hair___braid","0","24","24","1","75.713852","0","0"
"/Game/ThirdPersonBP/Blueprints/AstolfoTextures/Hair___gray_hair.Hair___gray_hair","0","24","24","1","84.552620","0","0"
"/Game/ThirdPersonBP/Blueprints/AstolfoTextures/Hair_complementary.Hair_complementary","0","24","24","1","80.290649","0","0"
"/Game/ThirdPersonBP/Blueprints/AstolfoTextures/highlight.highlight","0","24","24","1","91.919746","0","0"
"/Game/ThirdPersonBP/Blueprints/AstolfoTextures/Lower_hair_below_lower_back.Lower_hair_below_lower_back","0","24","24","1","71.704803","0","0"
"/Game/ThirdPersonBP/Blueprints/AstolfoTextures/mouth.mouth","0","24","24","1","71.383629","0","0"
"/Game/ThirdPersonBP/Blueprints/AstolfoTextures/No_body_line.No_body_line","0","24","24","1","79.328659","0","0"
"/Game/ThirdPersonBP/Blueprints/AstolfoTextures/No_face_line.No_face_line","0","24","24","1","75.077339","0","0"
"/Game/ThirdPersonBP/Blueprints/AstolfoTextures/nose.nose","0","24","24","1","77.544014","0","0"
"/Game/ThirdPersonBP/Blueprints/AstolfoTextures/Pants.Pants","0","24","24","1","88.628174","0","0"
"/Game/ThirdPersonBP/Blueprints/AstolfoTextures/Gold___Handjob.Gold___Handjob","0","24","24","1","88.916130","0","0"
"/Game/ThirdPersonBP/Blueprints/AstolfoTextures/Red___Boots.Red___Boots","0","24","24","1","84.934731","0","0"
"/Game/ThirdPersonBP/Blueprints/AstolfoTextures/Red___chest.Red___chest","0","24","24","1","85.784264","0","0"
"/Game/ThirdPersonBP/Blueprints/AstolfoTextures/Red___chest_belt.Red___chest_belt","0","24","24","1","88.152016","0","0"
"/Game/ThirdPersonBP/Blueprints/AstolfoTextures/Red___shoulder_belt.Red___shoulder_belt","0","24","24","1","71.562050","0","0"
"/Game/ThirdPersonBP/Blueprints/AstolfoTextures/Red___waist.Red___waist","0","24","24","1","65.797470","0","0"
"/Game/ThirdPersonBP/Blueprints/AstolfoTextures/Red___waist_ribbon.Red___waist_ribbon","0","24","24","1","88.178970","0","0"
"/Game/ThirdPersonBP/Blueprints/AstolfoTextures/Red__Arm_Belt.Red__Arm_Belt","0","24","24","1","96.898338","0","0"
"/Game/ThirdPersonBP/Blueprints/AstolfoTextures/Silver___waist_?.Silver___waist_?","0","24","24","1","85.171524","0","0"
"/Game/ThirdPersonBP/Blueprints/AstolfoTextures/Red___shoulder.Red___shoulder","0","24","24","1","73.780685","0","0"
"/Game/ThirdPersonBP/Blueprints/AstolfoTextures/tooth.tooth","0","24","24","1","91.414787","0","0"
"/Game/ThirdPersonBP/Blueprints/AstolfoTextures/tongue.tongue","0","24","24","1","74.707306","0","0"
"/Game/ThirdPersonBP/Blueprints/AstolfoTextures/White___shoulder.White___shoulder","0","24","24","1","98.321915","0","0"
"/Game/ThirdPersonBP/Blueprints/AstolfoTextures/White___Boots_belt.White___Boots_belt","0","24","24","1","102.934639","0","0"
"/Game/ThirdPersonBP/Blueprints/AstolfoTextures/White_keyer.White_keyer","0","24","24","1","83.862473","0","0"
"/Game/ThirdPersonBP/Blueprints/AstolfoTextures/White_finger_armor.White_finger_armor","0","24","24","1","59.308067","0","0"
"/Game/ThirdPersonBP/Blueprints/AstolfoTextures/White_eyes.White_eyes","0","24","24","1","110.137474","0","0"
"/Game/ThirdPersonBP/Blueprints/AstolfoTextures/White_boots.White_boots","0","24","24","1","81.518936","0","0"
"/Game/ThirdPersonBP/Blueprints/AstolfoTextures/White___?_hand.White___?_hand","0","24","24","1","62.670776","0","0"
"/Game/ThirdPersonBP/MainMenu/NewMediaPlayer_Video_Mat.NewMediaPlayer_Video_Mat","0","9","9","1","23.712732","0","0"
"/Game/StarterContent/Materials/M_Wood_Pine.M_Wood_Pine","0","0","21","1","0.000000","0","0"
"/Game/ChaunceysUniqueContent/Imports/ShinyGem.ShinyGem","0","60","60","1","586.597229","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","0","63","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Glass.M_Glass","0","0","42","1","0.000000","0","0"
"/Game/ThirdPerson/Meshes/RampMaterial.RampMaterial","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/grey.grey","0","21","21","1","60.622543","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","2","1","0.000000","0","0"
"/Game/Geometry/Meshes/CubeMaterial.CubeMaterial","0","0","21","1","0.000000","0","0"
"/Game/ChaunceysUniqueContent/EnemyAI/EnemyModels/Top.Top","0","24","24","1","71.040359","0","0"
"/Game/ChaunceysUniqueContent/EnemyAI/EnemyModels/ThighPants.ThighPants","0","24","24","1","69.790176","0","0"
"/Game/ChaunceysUniqueContent/EnemyAI/EnemyModels/Shoes.Shoes","0","24","24","1","80.896980","0","0"
"/Game/ChaunceysUniqueContent/EnemyAI/EnemyModels/Helmet.Helmet","0","24","24","1","57.470043","0","0"
"/Game/ChaunceysUniqueContent/EnemyAI/EnemyModels/Gloves.Gloves","0","24","24","1","77.796631","0","0"
"/Game/ChaunceysUniqueContent/EnemyAI/EnemyModels/EnemySkin.EnemySkin","0","24","24","1","51.724335","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","17","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","8","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Panels.M_Concrete_Panels","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_Beveled.M_Brick_Clay_Beveled","0","0","21","1","0.000000","0","0"
"/Engine/EngineMaterials/AntiAliasedTextMaterialTranslucent.AntiAliasedTextMaterialTranslucent","0","0","30","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_TableRound.M_TableRound","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Statue.M_Statue","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_StatueGlass.M_StatueGlass","0","0","42","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Chair.M_Chair","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Copper.M_Metal_Copper","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Burnished_Steel.M_Metal_Burnished_Steel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Brushed_Nickel.M_Metal_Brushed_Nickel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Lamp.M_Lamp","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","0","0","84","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Spark.M_Spark","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","0","0","32","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Heat_Distortion.M_Heat_Distortion","0","36","36","1","115.646706","0","0"
"/Game/StarterContent/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Basic_Floor.M_Basic_Floor","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Frame.M_Frame","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Dust_Particle.M_Dust_Particle","0","0","112","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Walnut.M_Wood_Walnut","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Oak.M_Wood_Oak","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Worn.M_Wood_Floor_Walnut_Worn","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Polished.M_Wood_Floor_Walnut_Polished","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Water_Ocean.M_Water_Ocean","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Water_Lake.M_Water_Lake","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Panel.M_Tech_Panel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile_Pulse.M_Tech_Hex_Tile_Pulse","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile.M_Tech_Hex_Tile","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Checker_Dot.M_Tech_Checker_Dot","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Slate.M_Rock_Slate","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Sandstone.M_Rock_Sandstone","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Marble_Polished.M_Rock_Marble_Polished","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Basalt.M_Rock_Basalt","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Steel.M_Metal_Steel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Rust.M_Metal_Rust","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Gold.M_Metal_Gold","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Chrome.M_Metal_Chrome","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Moss.M_Ground_Moss","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Gravel.M_Ground_Gravel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Grass.M_Ground_Grass","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Tiles.M_Concrete_Tiles","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Poured.M_Concrete_Poured","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Grime.M_Concrete_Grime","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Smooth.M_CobbleStone_Smooth","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Rough.M_CobbleStone_Rough","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Pebble.M_CobbleStone_Pebble","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ceramic_Tile_Checker.M_Ceramic_Tile_Checker","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Hewn_Stone.M_Brick_Hewn_Stone","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Cut_Stone.M_Brick_Cut_Stone","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_Old.M_Brick_Clay_Old","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_New.M_Brick_Clay_New","0","0","21","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_GreyBall.M_GreyBall","0","0","21","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ColorGrid.M_ColorGrid","0","0","21","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoatBlack.M_ClearCoatBlack","0","0","21","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoat.M_ClearCoat","0","0","21","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ChromeBall.M_ChromeBall","0","0","33","1","0.000000","0","0"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Arrows.M_LightStage_Arrows","0","2","2","1","3.839480","0","0"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.M_LightStage_Skybox_Master","0","0","4","2","0.000000","0","0"
"/Engine/EditorMaterials/Thumbnails/SkySphereMaterial.SkySphereMaterial","0","0","2","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_AssetPlatform.M_AssetPlatform","0","0","21","1","0.000000","0","0"
"/Game/TeamImports/HelipadTex.HelipadTex","0","12","12","1","29.613884","0","0"
"/Game/UniqueMaterial/ChaunceyTesting.ChaunceyTesting","0","33","33","1","129.979446","0","0"
"/Game/UIElements/UIMaterial.UIMaterial","0","9","9","1","10.151013","0","0"
"/Game/StarterContent/Props/Materials/M_Shelf.M_Shelf","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Rock.M_Rock","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_MaterialSphere_Plain.M_MaterialSphere_Plain","0","0","12","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_MaterialSphere.M_MaterialSphere","0","0","12","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Door.M_Door","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Bush.M_Bush","0","0","48","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/m_flare_01.m_flare_01","0","32","32","1","83.606819","0","0"
"/Game/StarterContent/Particles/Materials/M_explosion_subUV.M_explosion_subUV","0","24","24","1","69.941429","0","0"
"/Game/StarterContent/Particles/Materials/M_radial_ramp.M_radial_ramp","0","0","32","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Burst.M_Burst","0","0","30","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_ColorGrid_LowSpec.M_ColorGrid_LowSpec","0","0","21","1","0.000000","0","0"
